N,P,K,temperature,humidity,pH,rainfall,label,category
92.35,46.33,76.56,19.53,70.49,6.81,59.58,Swiss Chard,Vegetables
31.65,53.14,71.74,20.94,54.45,6.89,50.19,Alfalfa,Fodder Crops
75.23,60.56,73.91,28.8,81.2,6.93,151.4,Ginger,Cash Crops
132.01,61.82,74.88,22.54,52.74,6.69,85.18,Sweet Corn,Vegetables
39.03,30.08,47.55,13.76,71.18,6.61,73.95,Gooseberry,Fruits
51.17,24.72,52.32,27.4,85.17,4.99,240.79,Rubber,Cash Crops
35.04,53.97,68.58,27.5,71.29,6.65,96.14,Soybean,Pulses & Legumes
29.86,26.57,51.12,29.96,62.83,7.19,69.97,Tamarind,Plantation Crops
103.29,60.68,54.79,24.44,49.72,6.55,75.49,Cotton,Cash Crops
86.1,44.96,96.86,26.97,77.76,6.36,181.4,Taro,Vegetables
62.3,41.49,91.95,26.01,64.78,5.81,78.27,Sweet Potato,Vegetables
104.0,41.18,79.86,28.38,73.13,5.92,109.19,Napier Grass,Fodder Crops
116.9,38.52,71.86,26.05,74.75,5.7,88.28,Napier Grass,Fodder Crops
66.18,49.3,70.76,20.04,76.21,6.26,84.27,Mint,Spices & Herbs
38.67,30.03,62.32,23.24,81.74,6.16,204.53,Cardamom,Cash Crops
68.23,44.23,87.53,14.56,64.19,6.82,60.83,Parsnip,Vegetables
57.28,44.44,68.83,28.18,82.18,6.81,178.77,Litchi,Fruits
47.97,32.61,49.03,13.82,71.21,6.39,58.74,Gooseberry,Fruits
59.51,55.65,74.18,14.47,59.86,6.59,55.52,Lettuce,Vegetables
143.89,52.88,127.9,30.44,78.46,7.0,153.12,Sugarcane,Cash Crops
39.68,23.25,38.62,31.14,71.56,5.9,147.66,Cinnamon,Cash Crops
73.15,57.51,73.7,26.61,75.66,6.71,156.66,Ginger,Cash Crops
73.38,50.33,94.74,23.48,69.43,7.33,121.82,Avocado,Fruits
92.14,50.92,86.58,15.24,73.84,6.56,58.76,Celery Root,Vegetables
81.18,56.52,59.06,18.21,63.13,7.09,53.29,Spinach,Vegetables
79.47,50.38,81.11,16.26,65.61,6.77,58.81,Kohlrabi,Vegetables
56.81,39.67,62.32,19.05,60.64,6.62,56.38,Radish,Vegetables
69.83,40.13,63.11,21.67,68.07,6.88,110.66,Mulberry,Fruits
85.85,56.74,63.89,31.07,71.43,6.29,68.4,Okra,Vegetables
77.67,58.49,68.68,20.77,62.04,7.04,62.97,Zucchini,Vegetables
89.16,34.67,54.44,32.02,53.75,6.57,52.77,Sudan Grass,Fodder Crops
90.06,64.51,81.5,29.97,75.16,6.58,70.21,Cucumber,Vegetables
27.26,47.63,57.03,16.67,73.15,7.93,61.3,Berseem,Fodder Crops
59.21,44.86,49.48,25.35,58.31,6.48,88.07,Castor,Oilseeds
67.96,35.99,59.79,23.08,70.17,6.67,115.74,Mulberry,Fruits
21.11,31.52,33.78,28.21,41.54,6.39,37.12,Moth Bean,Pulses & Legumes
62.7,49.11,95.74,14.48,65.68,7.32,44.28,Beetroot,Vegetables
53.91,41.14,25.5,21.44,61.88,6.34,79.28,Coriander,Spices & Herbs
52.63,40.48,50.28,32.29,57.53,6.24,77.79,Castor,Oilseeds
64.57,56.7,71.56,16.14,52.11,6.43,87.75,Apricot,Fruits
43.17,22.49,29.88,28.31,49.55,6.21,42.35,Sesame,Oilseeds
75.68,55.47,77.06,26.77,77.15,7.04,130.29,Ginger,Cash Crops
88.7,59.8,57.63,26.57,57.97,7.04,86.95,Hemp,Fiber Crops
97.53,67.34,77.61,20.9,63.83,6.1,77.19,Brinjal,Vegetables
118.09,64.44,88.05,22.67,54.03,6.39,75.12,Maize,Cereals & Grains
96.99,53.62,67.7,15.32,71.92,6.63,54.7,Celery,Spices & Herbs
91.11,62.49,66.1,7.36,68.27,7.24,41.32,Kale,Vegetables
44.59,31.1,31.08,21.34,48.71,7.89,51.47,Ajwain,Spices & Herbs
54.02,26.1,44.1,24.64,42.87,7.47,60.37,Olive,Fruits
32.44,56.83,69.23,27.52,67.11,6.95,100.06,Soybean,Pulses & Legumes
122.83,66.59,87.27,23.13,56.14,6.32,80.17,Maize,Cereals & Grains
57.05,39.46,57.7,17.53,61.3,6.64,54.95,Radish,Vegetables
75.36,62.37,72.48,24.4,65.07,7.12,67.26,Zucchini,Vegetables
64.35,48.31,89.0,17.46,75.99,5.81,76.84,Raspberry,Fruits
132.21,66.92,191.71,27.48,84.19,5.71,285.3,Oil Palm,Plantation Crops
24.08,32.66,32.32,30.41,51.97,6.29,35.33,Moth Bean,Pulses & Legumes
85.4,38.31,93.66,28.57,82.59,6.25,164.67,Taro,Vegetables
71.44,51.59,75.98,18.56,61.69,6.51,64.27,Leek,Vegetables
65.19,62.01,70.2,19.04,62.0,6.81,52.02,Garlic,Vegetables
19.52,51.84,38.65,12.94,52.2,6.49,43.16,Field Pea,Pulses & Legumes
87.48,50.9,67.29,28.05,65.14,6.41,54.59,Okra,Vegetables
89.57,37.56,49.71,12.07,55.36,7.02,61.97,Triticale,Cereals & Grains
53.13,49.28,69.42,25.38,62.05,6.56,100.32,Persimmon,Fruits
56.42,30.63,41.92,24.71,73.13,7.04,90.26,Cashew,Plantation Crops
108.65,46.63,80.48,26.14,74.85,5.98,97.06,Napier Grass,Fodder Crops
59.57,35.05,24.27,13.09,56.21,7.28,51.58,Quinoa,Cereals & Grains
71.25,47.46,70.13,20.23,84.83,6.17,229.71,Cocoa,Plantation Crops
92.49,61.5,91.79,13.69,50.84,7.1,85.28,Asparagus,Vegetables
73.23,38.95,61.87,19.61,63.72,6.8,109.92,Mulberry,Fruits
86.5,39.42,108.5,27.62,72.32,6.14,152.27,Taro,Vegetables
68.41,41.81,94.79,14.78,58.2,6.47,134.28,Apple,Fruits
78.66,40.3,42.99,10.64,62.86,6.61,63.62,Rye,Cereals & Grains
24.63,40.4,47.33,17.25,49.16,6.45,54.72,Lentil,Pulses & Legumes
71.45,45.36,90.46,25.7,74.37,6.09,98.93,Longan,Fruits
37.29,39.65,64.4,12.19,68.11,4.52,75.51,Blueberry,Fruits
71.73,51.29,84.29,27.25,68.61,7.27,121.02,Papaya,Fruits
53.5,30.75,57.42,20.68,84.69,6.1,212.85,Cardamom,Cash Crops
65.16,54.06,77.28,14.73,48.84,7.15,91.14,Apricot,Fruits
79.96,60.03,75.84,29.04,76.91,6.25,140.57,Ginger,Cash Crops
81.88,53.65,82.1,26.26,76.04,6.24,153.16,Turmeric,Cash Crops
75.91,49.3,69.55,26.83,65.59,6.82,94.72,Muskmelon,Fruits
88.73,44.88,93.67,17.73,74.93,6.7,59.43,Celery Root,Vegetables
89.67,36.71,113.26,29.43,77.07,6.2,166.63,Colocasia,Vegetables
61.45,33.42,43.04,25.21,50.55,6.38,65.13,Safflower,Oilseeds
35.86,54.78,67.36,20.72,52.55,6.99,61.38,Alfalfa,Fodder Crops
26.52,45.79,73.83,22.46,70.23,6.52,102.45,Peanut,Pulses & Legumes
24.22,47.08,48.34,22.49,64.59,6.33,81.32,Runner Bean,Pulses & Legumes
74.15,35.95,46.1,14.6,59.69,6.94,70.03,Mustard,Oilseeds
59.74,35.46,39.2,19.93,60.01,6.58,55.18,Amaranth,Cereals & Grains
23.92,30.96,31.37,28.17,49.61,6.46,33.72,Moth Bean,Pulses & Legumes
71.31,42.5,68.1,24.54,51.27,6.16,84.82,Watermelon,Fruits
75.21,43.33,75.45,26.05,69.76,7.05,92.48,Orange,Fruits
69.13,50.64,112.47,28.24,81.22,6.46,184.16,Coconut,Fruits
82.72,50.49,91.24,11.72,67.57,6.72,48.19,Celery Root,Vegetables
40.11,31.66,32.65,22.17,41.69,7.95,47.39,Ajwain,Spices & Herbs
61.69,58.75,79.77,18.47,62.8,6.89,70.98,Garlic,Vegetables
30.27,47.92,39.17,17.58,54.07,6.55,52.66,Lentil,Pulses & Legumes
80.49,42.92,41.72,26.18,81.14,7.63,177.2,Jute,Cash Crops
33.24,50.32,35.54,26.65,65.39,6.9,74.22,Green Gram,Pulses & Legumes
88.57,55.26,54.32,19.11,64.58,6.76,66.95,Spinach,Vegetables
70.94,29.98,41.66,30.71,54.68,6.28,45.18,Sorghum,Cereals & Grains
69.27,35.15,78.16,19.18,50.88,6.55,89.42,Grapes,Fruits
87.8,34.37,44.21,33.35,44.37,6.61,58.82,Sudan Grass,Fodder Crops
82.48,39.97,67.12,28.38,80.04,6.64,160.54,Litchi,Fruits
75.44,43.12,41.64,10.68,55.98,6.25,62.64,Oats,Cereals & Grains
64.38,47.78,79.97,18.39,77.37,6.32,86.07,Mint,Spices & Herbs
65.53,37.32,80.7,7.98,66.71,6.54,64.38,Endive,Vegetables
78.58,54.09,81.96,23.35,56.98,6.39,72.83,Tobacco,Cash Crops
50.65,39.77,49.44,30.59,58.2,5.48,48.91,Moringa,Plantation Crops
66.2,60.72,68.99,12.26,70.84,5.79,63.16,Strawberry,Fruits
41.47,21.67,32.93,20.77,52.66,6.31,31.14,Teff,Cereals & Grains
24.41,50.51,41.97,21.05,51.69,6.67,67.56,Lentil,Pulses & Legumes
40.47,34.62,29.09,19.1,47.48,7.91,44.73,Ajwain,Spices & Herbs
58.18,48.17,61.61,10.93,58.86,6.99,89.85,Cherry,Fruits
83.92,37.96,74.8,14.74,64.98,6.35,65.79,Swiss Chard,Vegetables
76.02,53.13,76.92,28.86,72.24,6.7,65.15,Cucumber,Vegetables
93.56,46.1,107.75,27.1,81.23,6.3,180.45,Arecanut,Plantation Crops
56.59,57.27,74.41,31.39,77.66,6.31,89.23,Bitter Gourd,Vegetables
19.6,50.47,48.05,21.28,69.32,6.23,73.32,Runner Bean,Pulses & Legumes
35.71,53.68,56.56,27.84,73.17,6.82,102.03,Soybean,Pulses & Legumes
62.78,47.92,78.15,18.81,71.32,6.79,82.89,Mint,Spices & Herbs
60.89,45.77,62.16,16.09,60.62,6.4,59.64,Lettuce,Vegetables
34.52,26.85,42.13,29.43,55.45,7.3,62.68,Tamarind,Plantation Crops
73.88,38.29,60.78,27.83,75.86,6.39,125.49,Litchi,Fruits
74.68,51.45,54.29,19.36,62.68,7.17,56.31,Spinach,Vegetables
20.14,46.93,40.78,21.22,66.62,6.35,78.94,Runner Bean,Pulses & Legumes
76.43,48.47,94.98,29.28,79.0,6.92,122.71,Yam,Vegetables
76.43,37.24,45.63,20.59,87.04,4.85,196.76,Tea,Cash Crops
78.8,45.02,71.17,18.29,68.12,6.4,82.3,Swiss Chard,Vegetables
79.27,41.07,42.43,25.26,78.69,7.7,179.95,Jute,Cash Crops
69.94,50.48,76.44,25.31,61.96,6.4,124.94,Grapefruit,Fruits
35.29,39.12,41.43,22.07,57.85,6.58,50.92,Fenugreek,Spices & Herbs
70.47,48.0,74.37,18.99,86.63,6.49,261.24,Cocoa,Plantation Crops
125.03,65.34,83.64,23.43,53.72,6.66,88.78,Maize,Cereals & Grains
40.8,18.3,31.12,18.38,48.94,6.53,39.13,Teff,Cereals & Grains
57.76,36.52,28.4,15.13,56.8,7.39,56.06,Quinoa,Cereals & Grains
62.3,52.66,68.66,11.59,72.57,5.82,73.55,Strawberry,Fruits
87.73,51.44,60.37,18.84,59.08,6.78,54.1,Spinach,Vegetables
35.65,37.85,41.51,19.78,56.33,6.84,38.27,Fenugreek,Spices & Herbs
86.02,47.32,98.72,13.79,65.45,6.23,68.92,Celery Root,Vegetables
49.05,32.77,68.31,35.47,34.97,8.65,29.95,Date Palm,Plantation Crops
65.39,35.66,89.34,19.77,54.79,6.99,88.94,Grapes,Fruits
57.21,36.16,90.85,24.4,70.1,6.79,95.39,Lemon,Fruits
46.96,22.1,33.15,18.11,48.64,6.26,49.58,Teff,Cereals & Grains
54.08,38.97,48.12,33.9,56.61,6.3,68.74,Dragon Fruit,Fruits
24.91,52.04,48.4,14.48,62.19,6.89,76.76,Peas,Pulses & Legumes
73.59,45.45,40.7,9.26,51.94,6.92,68.63,Barley,Cereals & Grains
68.29,45.29,67.96,13.43,61.68,6.36,61.34,Lettuce,Vegetables
97.29,71.79,96.35,16.3,63.02,7.08,65.43,Asparagus,Vegetables
89.87,62.02,63.77,21.46,54.02,6.33,88.35,Sunflower,Oilseeds
69.53,54.1,70.03,17.34,75.08,6.48,93.6,Mint,Spices & Herbs
51.3,28.71,68.33,40.75,38.93,7.82,27.65,Date Palm,Plantation Crops
30.05,60.3,47.35,13.03,65.93,6.82,71.71,Peas,Pulses & Legumes
80.65,45.34,40.64,15.22,45.55,6.73,63.76,Barley,Cereals & Grains
80.43,58.16,82.13,24.94,81.06,6.29,153.51,Turmeric,Cash Crops
87.41,49.83,84.73,29.06,76.37,6.68,67.13,Cucumber,Vegetables
83.88,60.97,82.58,28.43,77.33,6.62,64.89,Cucumber,Vegetables
50.85,42.25,52.55,25.49,86.99,6.24,196.24,Vanilla,Cash Crops
126.82,61.87,88.03,22.29,57.3,6.64,84.47,Sweet Corn,Vegetables
90.06,78.56,98.34,25.14,69.84,6.29,91.47,Tomato,Vegetables
115.13,108.47,112.35,16.51,65.09,5.88,80.19,Potato,Vegetables
101.48,58.14,80.75,26.3,60.52,6.87,68.46,Chilli,Spices & Herbs
125.05,65.54,82.48,22.1,56.25,6.56,84.82,Sweet Corn,Vegetables
70.05,45.37,83.99,19.68,78.94,6.82,131.54,Passion Fruit,Fruits
55.04,32.79,51.08,25.84,57.88,6.76,91.68,Castor,Oilseeds
57.68,51.08,78.92,24.76,82.28,6.53,123.69,Jackfruit,Fruits
70.3,46.15,45.52,15.77,56.3,6.32,67.12,Mustard,Oilseeds
84.24,52.4,58.19,30.65,72.97,6.94,63.88,Okra,Vegetables
70.54,46.54,73.38,28.27,78.78,6.75,169.66,Rambutan,Fruits
91.25,38.78,42.91,32.04,44.1,6.48,50.56,Sudan Grass,Fodder Crops
96.7,53.99,48.82,26.44,77.67,6.14,216.84,Rice,Cereals & Grains
91.79,53.18,87.07,16.6,61.26,6.6,63.6,Kohlrabi,Vegetables
45.87,39.44,56.99,23.8,79.55,6.29,198.4,Vanilla,Cash Crops
92.7,54.59,50.58,12.63,49.5,7.07,73.0,Canola,Oilseeds
66.89,29.62,41.98,31.15,56.24,6.59,45.53,Sorghum,Cereals & Grains
62.04,32.29,38.42,24.58,61.62,6.93,50.14,Amaranth,Cereals & Grains
50.37,36.82,46.35,24.1,36.36,7.33,63.55,Olive,Fruits
67.73,35.8,66.92,26.44,47.98,6.9,79.89,Watermelon,Fruits
71.24,54.7,76.74,13.03,64.61,6.4,89.57,Plum,Fruits
58.96,65.03,76.52,18.85,61.43,6.85,53.86,Garlic,Vegetables
66.39,44.99,35.12,14.08,46.59,6.91,67.76,Barley,Cereals & Grains
75.02,49.57,74.49,12.55,64.66,6.5,93.48,Peach,Fruits
88.97,59.93,83.82,21.52,70.47,6.75,87.19,Capsicum,Vegetables
79.14,46.08,42.53,27.77,80.12,6.89,170.9,Jute,Cash Crops
65.32,37.59,86.49,26.43,78.42,5.93,225.53,Mangosteen,Fruits
65.1,32.89,61.99,28.48,72.98,6.57,76.59,Bottle Gourd,Vegetables
84.63,50.49,80.42,27.08,72.38,6.86,74.31,Cucumber,Vegetables
83.88,51.51,87.4,17.85,68.3,6.94,57.44,Celery Root,Vegetables
68.83,36.83,87.26,28.76,81.54,6.12,243.5,Mangosteen,Fruits
99.38,60.81,73.26,23.87,69.07,6.12,66.1,Brinjal,Vegetables
78.29,43.06,41.01,13.0,48.44,6.99,70.88,Barley,Cereals & Grains
86.22,40.36,82.07,20.88,83.02,6.43,155.21,Coffee,Cash Crops
67.35,42.73,92.93,15.34,58.82,6.97,82.02,Parsnip,Vegetables
66.29,47.11,73.76,11.74,69.55,5.78,68.26,Strawberry,Fruits
149.67,54.5,117.58,29.52,75.82,7.01,180.97,Sugarcane,Cash Crops
56.68,39.84,31.96,17.96,62.78,6.71,83.66,Coriander,Spices & Herbs
46.93,38.78,49.31,30.45,59.54,4.9,53.69,Moringa,Plantation Crops
22.98,44.88,45.67,19.24,62.63,6.29,70.76,Lima Bean,Pulses & Legumes
69.46,62.19,62.97,15.08,56.55,7.36,129.66,Pear,Fruits
74.73,37.52,41.03,19.37,89.24,4.79,154.4,Tea,Cash Crops
72.21,47.16,101.77,22.48,69.24,6.5,133.16,Pineapple,Fruits
75.93,60.81,85.31,19.84,60.11,6.57,73.36,Leek,Vegetables
75.32,49.91,64.48,29.77,63.49,6.08,98.22,Muskmelon,Fruits
71.41,57.78,105.35,27.7,79.09,6.6,203.63,Arecanut,Plantation Crops
84.47,55.13,82.51,29.71,68.04,6.63,108.72,Mandarin,Fruits
80.77,44.64,40.08,29.18,78.68,6.87,186.67,Jute,Cash Crops
83.63,46.37,107.04,28.07,79.53,6.07,169.42,Taro,Vegetables
122.13,46.74,129.65,29.42,73.54,6.25,139.25,Banana,Fruits
70.09,46.98,72.67,25.92,67.49,7.24,91.9,Muskmelon,Fruits
87.75,43.1,102.83,29.34,79.29,6.22,168.34,Colocasia,Vegetables
58.59,30.2,33.9,32.89,48.02,6.07,50.84,Millet,Cereals & Grains
64.39,56.51,72.2,12.05,48.56,6.94,75.69,Apricot,Fruits
81.43,41.83,41.51,27.82,77.57,7.26,166.83,Jute,Cash Crops
52.7,28.25,36.76,28.93,67.26,6.4,121.6,Cashew,Plantation Crops
93.43,56.12,85.0,27.79,71.75,6.76,62.95,Cucumber,Vegetables
68.93,52.76,87.74,20.66,68.13,6.88,144.84,Passion Fruit,Fruits
57.43,46.52,78.53,11.98,67.19,7.07,98.56,Plum,Fruits
81.89,53.35,80.6,15.95,65.86,6.81,56.17,Kohlrabi,Vegetables
68.51,64.0,73.27,21.24,61.07,7.2,69.42,Garlic,Vegetables
67.05,38.01,80.47,17.34,51.06,6.82,87.31,Grapes,Fruits
34.45,49.99,29.72,27.45,75.3,6.25,94.95,Black Gram,Pulses & Legumes
65.07,48.8,78.02,28.36,75.9,6.77,72.06,Mandarin,Fruits
27.82,53.19,50.32,18.11,57.61,6.99,68.44,Faba Bean,Pulses & Legumes
38.97,34.13,34.43,20.48,65.43,7.97,42.93,Fennel,Spices & Herbs
56.17,61.49,68.08,30.74,72.26,6.7,92.98,Bitter Gourd,Vegetables
46.33,31.19,53.02,26.19,85.77,6.56,177.9,Vanilla,Cash Crops
76.19,44.18,82.91,17.26,57.33,6.32,118.03,Apple,Fruits
71.14,39.83,75.22,28.54,84.31,6.51,166.21,Litchi,Fruits
29.45,50.29,51.38,19.91,53.93,6.96,55.91,Alfalfa,Fodder Crops
43.47,36.1,36.57,17.78,60.1,7.21,38.09,Fennel,Spices & Herbs
83.97,69.58,61.66,21.4,59.72,6.58,82.12,Sunflower,Oilseeds
92.2,61.12,88.31,24.51,63.14,6.7,96.13,Capsicum,Vegetables
68.63,59.15,65.81,11.26,57.28,7.08,111.89,Pear,Fruits
69.63,44.47,71.07,26.36,62.79,6.96,69.97,Pumpkin,Vegetables
77.86,52.02,86.9,14.28,56.89,6.56,127.93,Apple,Fruits
90.95,56.42,69.22,13.11,70.83,6.61,67.85,Celery,Spices & Herbs
82.82,40.08,40.73,12.49,61.15,5.96,68.48,Rye,Cereals & Grains
93.5,57.35,83.88,27.46,76.28,6.44,70.44,Cucumber,Vegetables
79.0,55.33,80.8,22.87,70.13,7.19,133.67,Avocado,Fruits
32.31,59.51,73.2,27.3,67.51,6.25,93.63,Soybean,Pulses & Legumes
76.97,50.93,53.36,30.99,73.48,6.45,71.19,Guava,Fruits
60.91,31.77,33.86,26.48,60.88,6.91,55.64,Amaranth,Cereals & Grains
41.01,36.69,47.38,25.45,73.64,6.77,239.3,Clove,Cash Crops
92.89,40.35,98.0,28.38,74.89,6.02,159.88,Colocasia,Vegetables
74.72,45.47,70.24,31.25,62.36,7.03,82.25,Muskmelon,Fruits
70.6,49.83,83.05,27.15,60.22,6.27,72.55,Mango,Fruits
69.15,41.66,89.81,12.67,72.97,5.98,85.68,Raspberry,Fruits
87.83,37.06,99.16,28.27,78.4,6.56,147.85,Colocasia,Vegetables
91.39,43.01,44.8,25.33,72.27,7.1,90.66,Kenaf,Fiber Crops
76.97,39.94,92.15,16.15,65.98,6.65,62.65,Parsnip,Vegetables
44.18,34.8,46.71,22.86,72.03,6.29,222.9,Clove,Cash Crops
32.8,46.49,34.51,24.4,72.94,6.3,87.94,Black Gram,Pulses & Legumes
42.7,44.15,47.25,30.66,58.32,6.75,72.41,Dragon Fruit,Fruits
28.7,53.34,48.0,16.66,63.23,6.59,69.6,Peas,Pulses & Legumes
74.75,52.02,91.4,28.07,72.23,5.86,119.6,Longan,Fruits
28.78,53.69,52.44,13.64,64.0,7.04,72.22,Peas,Pulses & Legumes
68.08,48.41,72.61,14.37,65.8,5.99,83.99,Peach,Fruits
87.17,37.08,96.69,27.89,76.91,5.99,156.16,Taro,Vegetables
109.02,72.58,98.33,13.29,67.25,6.58,68.11,Cabbage,Vegetables
58.93,47.67,57.67,30.58,72.34,7.26,77.41,Guava,Fruits
60.83,35.97,62.59,20.95,81.19,6.3,206.08,Cardamom,Cash Crops
93.65,48.09,96.71,29.05,78.45,6.09,118.76,Colocasia,Vegetables
31.97,50.81,52.02,12.13,65.49,6.53,70.84,Peas,Pulses & Legumes
91.67,51.43,80.21,13.74,68.16,6.76,66.88,Celery,Spices & Herbs
142.96,64.98,184.08,23.45,81.52,6.15,233.06,Oil Palm,Plantation Crops
69.38,61.53,68.43,12.61,78.04,6.24,66.79,Strawberry,Fruits
88.5,62.46,84.17,30.05,72.57,6.61,67.06,Cucumber,Vegetables
109.49,71.22,85.86,24.98,54.98,6.75,95.69,Maize,Cereals & Grains
125.8,62.03,83.11,23.76,57.09,6.53,93.81,Sweet Corn,Vegetables
49.23,53.36,54.12,29.16,50.2,7.28,63.33,Pomegranate,Fruits
25.64,38.15,37.76,31.5,57.52,6.72,60.13,Cowpea,Pulses & Legumes
63.05,48.67,92.69,20.11,84.17,5.52,265.14,Cocoa,Plantation Crops
50.74,31.65,23.33,23.78,62.49,6.09,91.67,Niger Seed,Oilseeds
55.02,27.31,34.38,21.44,60.6,6.75,77.83,Coriander,Spices & Herbs
63.92,40.38,76.33,14.25,63.88,6.58,62.01,Endive,Vegetables
49.01,28.02,39.16,27.91,56.31,6.49,97.82,Cashew,Plantation Crops
77.81,46.08,47.51,23.44,64.22,6.81,109.13,Kenaf,Fiber Crops
57.94,38.11,43.52,14.29,49.54,6.75,65.84,Linseed,Oilseeds
65.72,44.24,77.4,20.76,80.94,6.11,141.41,Coffee,Cash Crops
44.67,36.41,46.85,33.89,53.35,7.02,51.22,Sisal,Fiber Crops
69.55,39.8,85.24,26.82,75.77,6.05,214.6,Mangosteen,Fruits
74.6,30.5,38.64,27.4,56.52,6.68,41.72,Sorghum,Cereals & Grains
119.23,68.95,81.87,24.5,54.02,6.21,87.2,Maize,Cereals & Grains
32.43,32.94,35.54,21.56,56.93,7.43,39.38,Fennel,Spices & Herbs
58.69,40.6,68.84,30.18,75.26,6.67,90.35,Bitter Gourd,Vegetables
66.64,46.11,79.35,19.34,81.98,5.49,259.52,Cocoa,Plantation Crops
75.44,43.05,127.6,29.92,77.79,6.82,140.34,Coconut,Fruits
81.09,51.94,73.31,24.16,74.35,6.13,157.14,Turmeric,Cash Crops
102.68,64.52,94.89,13.2,65.96,6.93,52.98,Broccoli,Vegetables
96.69,44.76,48.77,15.43,49.63,6.93,76.64,Wheat,Cereals & Grains
62.59,38.35,72.69,30.86,75.79,6.62,92.18,Ridgegourd,Vegetables
21.27,53.55,38.76,15.05,49.55,6.7,59.17,Field Pea,Pulses & Legumes
88.07,38.13,52.77,31.64,45.86,6.66,57.4,Sudan Grass,Fodder Crops
55.71,23.4,37.09,29.03,42.8,7.04,55.73,Olive,Fruits
100.58,61.81,52.13,26.25,47.16,6.79,83.29,Cotton,Cash Crops
47.13,30.85,48.26,31.09,64.46,6.52,60.06,Moringa,Plantation Crops
84.44,49.07,103.67,16.99,70.64,6.8,109.38,Kiwi,Fruits
45.19,34.72,57.05,32.64,55.08,6.36,60.32,Fig,Fruits
93.06,46.54,47.14,16.49,49.2,6.7,97.57,Wheat,Cereals & Grains
96.98,72.59,103.97,14.95,59.21,6.83,72.11,Brussels Sprouts,Vegetables
97.07,82.46,106.2,14.19,57.73,6.62,71.14,Brussels Sprouts,Vegetables
29.52,37.77,40.79,11.66,51.69,6.54,48.24,Field Pea,Pulses & Legumes
53.17,33.99,76.46,24.54,63.16,6.77,92.25,Persimmon,Fruits
101.97,53.54,52.57,27.89,76.48,6.58,206.0,Rice,Cereals & Grains
89.77,41.3,38.74,34.0,41.91,6.47,47.03,Sudan Grass,Fodder Crops
42.6,31.47,41.21,28.83,77.76,6.28,155.28,Cinnamon,Cash Crops
66.24,34.16,70.69,16.84,60.52,6.7,44.58,Turnip,Vegetables
69.55,43.1,45.97,16.39,58.23,6.91,62.63,Mustard,Oilseeds
22.94,39.95,33.49,32.42,52.6,6.78,59.0,Cowpea,Pulses & Legumes
28.66,44.23,30.93,23.36,63.5,7.2,118.07,Pigeon Pea,Pulses & Legumes
77.56,39.61,45.12,10.82,64.33,5.84,57.38,Rye,Cereals & Grains
126.33,53.98,136.75,29.8,74.47,6.09,148.59,Banana,Fruits
65.39,55.5,61.7,11.76,62.38,7.17,84.99,Cherry,Fruits
70.93,40.37,86.91,18.43,65.23,7.3,47.31,Beetroot,Vegetables
67.66,35.99,34.96,21.05,60.95,6.7,58.53,Amaranth,Cereals & Grains
46.34,30.21,36.13,35.1,44.32,6.28,42.38,Millet,Cereals & Grains
30.09,53.4,80.29,31.27,64.64,6.41,106.86,Peanut,Pulses & Legumes
70.22,45.14,99.37,13.0,59.66,6.86,68.66,Parsnip,Vegetables
74.25,46.73,47.66,32.17,66.74,6.96,63.64,Guava,Fruits
106.7,59.67,73.21,23.93,66.8,6.52,77.48,Chilli,Spices & Herbs
57.06,38.21,39.79,18.97,46.4,6.66,61.59,Flax,Fiber Crops
86.63,39.76,37.86,30.16,54.29,6.43,63.21,Sudan Grass,Fodder Crops
55.85,36.12,65.45,12.19,61.63,6.43,62.03,Radish,Vegetables
81.84,55.13,69.29,13.78,65.29,7.25,108.22,Pear,Fruits
81.71,42.42,75.64,23.58,62.91,6.12,115.06,Grapefruit,Fruits
34.68,47.19,34.19,25.47,74.49,6.28,87.74,Black Gram,Pulses & Legumes
136.64,66.97,196.12,26.58,81.07,6.17,235.29,Oil Palm,Plantation Crops
70.88,50.71,79.37,23.85,78.72,6.27,192.36,Jackfruit,Fruits
84.75,57.56,121.52,16.01,72.11,6.91,95.33,Kiwi,Fruits
93.51,62.71,82.4,11.39,65.3,6.92,48.68,Kale,Vegetables
51.15,34.61,43.29,26.31,78.27,5.98,186.4,Nutmeg,Cash Crops
116.44,106.88,118.82,17.25,69.61,5.86,78.35,Potato,Vegetables
66.97,29.46,76.1,16.74,59.99,6.2,71.49,Endive,Vegetables
32.39,21.91,36.6,30.66,42.91,7.84,43.66,Neem,Plantation Crops
44.24,21.14,28.54,16.26,49.97,6.57,56.96,Teff,Cereals & Grains
90.71,59.42,76.11,20.32,63.74,6.98,83.83,Capsicum,Vegetables
37.96,28.58,49.15,24.78,74.82,6.7,232.31,Clove,Cash Crops
107.27,43.77,48.52,21.07,53.5,6.62,99.27,Wheat,Cereals & Grains
101.75,66.86,109.76,24.51,71.1,6.31,88.98,Tomato,Vegetables
36.47,35.63,46.77,23.89,57.8,6.89,62.54,Tamarind,Plantation Crops
35.8,61.69,73.27,27.53,67.23,6.63,95.16,Soybean,Pulses & Legumes
54.98,29.31,56.37,29.24,82.18,5.26,227.82,Rubber,Cash Crops
65.15,30.17,41.99,27.42,53.5,6.03,43.23,Sorghum,Cereals & Grains
44.9,35.32,30.97,19.0,46.09,8.01,53.21,Cumin,Spices & Herbs
