N,P,K,temperature,humidity,pH,rainfall,label,category
48.08,31.67,24.07,19.66,39.02,8.45,46.97,Ajwain,Spices & Herbs
68.69,57.35,29.56,29.87,74.17,6.9,56.83,Guava,Fruits
72.54,40.6,86.08,28.3,84.33,6.26,166.79,Rambutan,Fruits
82.56,38.59,38.73,21.26,70.21,6.5,75.45,Swiss Chard,Vegetables
95.62,79.56,95.41,17.2,57.29,6.72,69.77,Asparagus,Vegetables
36.84,46.97,37.65,25.52,56.09,6.64,58.73,Green Gram,Pulses & Legumes
89.06,49.95,123.51,26.43,86.04,6.66,168.17,Coconut,Fruits
86.49,40.21,65.89,17.68,55.23,7.05,117.65,Avocado,Fruits
51.45,37.87,65.41,26.52,68.23,7.01,56.08,Radish,Vegetables
102.48,49.95,40.02,16.69,57.73,7.39,62.88,Canola,Oilseeds
71.13,48.29,86.66,15.78,67.91,7.26,28.47,Garlic,Vegetables
28.46,41.26,51.44,27.88,60.87,6.27,115.72,Runner Bean,Pulses & Legumes
48.88,16.66,28.07,28.4,36.38,7.04,31.28,Sesame,Oilseeds
23.85,43.67,57.28,17.8,64.3,6.27,44.84,Lima Bean,Pulses & Legumes
82.27,50.12,64.59,15.5,58.9,6.44,58.48,Lettuce,Vegetables
62.76,64.84,77.14,35.89,61.57,6.66,66.17,Guava,Fruits
39.85,29.63,52.18,34.16,57.14,6.38,48.49,Dragon Fruit,Fruits
66.84,52.3,45.35,19.79,55.34,6.57,66.02,Safflower,Oilseeds
35.36,37.68,42.73,27.33,70.59,6.82,86.41,Tamarind,Plantation Crops
65.62,48.52,36.49,24.36,87.0,6.05,225.9,Vanilla,Cash Crops
58.47,56.83,60.23,16.64,56.26,6.5,56.29,Peach,Fruits
37.73,38.26,37.46,38.35,48.65,6.64,54.89,Sisal,Fiber Crops
89.11,50.44,45.65,26.65,53.79,7.25,68.55,Cotton,Cash Crops
93.18,43.47,82.89,25.52,66.96,7.26,74.07,Mango,Fruits
63.95,36.87,93.51,26.93,67.95,6.24,65.82,Sweet Potato,Vegetables
47.24,43.98,36.49,36.06,49.51,6.14,71.05,Dragon Fruit,Fruits
27.45,25.95,41.44,23.56,39.08,6.08,36.38,Moth Bean,Pulses & Legumes
68.43,38.79,67.19,20.04,57.56,5.34,94.43,Grapefruit,Fruits
72.81,53.83,83.62,15.77,64.18,6.72,42.13,Kohlrabi,Vegetables
93.58,37.1,76.38,18.89,94.5,7.21,119.14,Coffee,Cash Crops
108.75,56.47,76.1,16.05,66.9,6.26,41.39,Kale,Vegetables
36.89,41.6,47.88,35.96,71.95,7.13,50.23,Dragon Fruit,Fruits
64.02,42.81,108.42,27.47,64.14,5.02,143.74,Pineapple,Fruits
54.33,32.59,34.92,15.8,46.53,7.17,30.61,Quinoa,Cereals & Grains
24.54,26.1,27.33,33.79,65.54,7.75,32.64,Moth Bean,Pulses & Legumes
106.71,63.78,69.67,23.18,45.04,6.79,62.56,Cotton,Cash Crops
44.19,27.15,65.98,29.88,35.42,8.02,22.9,Date Palm,Plantation Crops
52.93,26.44,28.42,24.44,63.34,6.16,30.63,Teff,Cereals & Grains
69.04,46.02,86.72,21.03,80.68,6.15,211.17,Cocoa,Plantation Crops
84.73,42.17,93.12,20.55,70.66,6.71,32.79,Beetroot,Vegetables
64.32,45.27,83.77,33.66,43.42,7.16,7.9,Date Palm,Plantation Crops
44.59,49.99,74.46,31.96,81.5,6.16,73.6,Bitter Gourd,Vegetables
78.95,49.51,66.65,22.17,80.28,6.68,163.81,Turmeric,Cash Crops
65.81,48.79,38.77,27.73,37.98,7.51,43.17,Safflower,Oilseeds
52.49,33.52,25.61,25.32,57.21,6.54,47.56,Teff,Cereals & Grains
41.35,29.88,62.44,21.6,63.27,6.72,66.23,Dill,Spices & Herbs
81.87,38.71,53.9,26.57,43.37,7.04,69.7,Pomegranate,Fruits
84.25,37.83,76.06,29.75,85.51,6.2,132.85,Turmeric,Cash Crops
66.1,35.7,99.6,15.67,72.37,6.53,89.96,Plum,Fruits
74.43,49.47,79.65,30.69,78.21,7.5,205.65,Coconut,Fruits
21.46,56.68,30.7,14.32,56.78,5.66,62.6,Peas,Pulses & Legumes
79.61,50.39,91.85,15.74,68.2,6.79,114.81,Apple,Fruits
109.12,49.66,49.25,14.95,58.06,7.2,85.89,Canola,Oilseeds
93.24,54.55,56.59,12.23,71.76,6.59,61.17,Mustard,Oilseeds
84.04,57.47,141.09,25.37,64.79,5.76,119.67,Pineapple,Fruits
69.97,33.45,76.19,15.33,58.55,6.81,61.49,Turnip,Vegetables
70.93,52.56,58.36,23.91,55.9,6.52,73.77,Hemp,Fiber Crops
62.32,26.67,76.91,17.02,67.28,6.76,55.43,Turnip,Vegetables
79.99,50.14,59.2,30.1,48.55,6.03,77.15,Sunflower,Oilseeds
68.41,35.34,80.92,10.62,76.15,6.04,74.15,Raspberry,Fruits
30.47,33.76,32.02,19.93,69.59,6.06,78.04,Green Gram,Pulses & Legumes
35.88,10.0,62.36,5.0,63.01,3.84,82.22,Blueberry,Fruits
139.9,61.86,88.02,28.79,72.66,7.4,197.91,Sugarcane,Cash Crops
64.18,37.09,32.94,29.44,46.41,6.77,53.78,Sorghum,Cereals & Grains
65.1,41.81,82.28,26.26,84.29,6.59,80.18,Jackfruit,Fruits
40.41,16.63,31.13,12.59,48.75,5.79,27.97,Teff,Cereals & Grains
62.79,46.43,47.52,9.78,58.9,7.02,74.97,Cherry,Fruits
31.91,45.22,35.57,22.32,75.62,7.12,60.98,Pigeon Pea,Pulses & Legumes
72.42,70.0,121.57,12.18,60.11,8.1,78.63,Brussels Sprouts,Vegetables
28.57,38.97,61.28,14.53,73.74,8.27,53.63,Berseem,Fodder Crops
35.42,32.91,59.66,36.96,57.46,7.35,84.43,Fig,Fruits
50.11,29.48,62.55,19.85,71.89,6.07,183.24,Cardamom,Cash Crops
92.16,41.78,52.39,17.46,64.46,6.87,70.79,Spinach,Vegetables
22.25,28.57,62.46,28.95,63.06,6.19,70.09,Lima Bean,Pulses & Legumes
85.81,40.11,59.27,30.18,68.68,6.25,123.74,Grapefruit,Fruits
66.98,48.5,90.36,10.19,56.66,8.08,58.99,Beetroot,Vegetables
81.03,67.97,91.64,22.01,53.89,6.7,84.26,Brussels Sprouts,Vegetables
65.63,57.35,43.71,12.6,72.74,6.74,97.54,Swiss Chard,Vegetables
89.45,60.13,40.5,20.52,69.89,7.68,86.14,Kenaf,Fiber Crops
66.18,32.89,79.01,18.84,69.52,6.69,81.12,Swiss Chard,Vegetables
36.59,54.12,36.99,22.98,61.85,6.66,75.56,Green Gram,Pulses & Legumes
83.23,32.12,42.69,11.99,56.53,6.64,98.6,Wheat,Cereals & Grains
83.53,58.58,89.89,12.23,59.86,6.81,61.55,Kale,Vegetables
55.3,37.37,124.35,26.15,58.67,7.75,103.04,Orange,Fruits
87.97,70.63,115.22,8.54,60.69,6.44,81.8,Kiwi,Fruits
58.54,39.77,73.51,15.77,73.95,5.62,71.48,Raspberry,Fruits
129.64,111.15,113.35,6.71,74.56,5.86,83.89,Potato,Vegetables
83.1,57.6,49.87,13.88,61.93,6.99,43.61,Mustard,Oilseeds
103.17,49.7,40.39,16.31,53.31,6.95,115.29,Wheat,Cereals & Grains
55.24,33.1,57.13,27.49,83.66,6.25,66.58,Moringa,Plantation Crops
75.92,27.96,112.6,15.06,52.45,6.77,57.27,Turnip,Vegetables
149.76,70.17,79.6,24.38,54.62,6.57,89.53,Maize,Cereals & Grains
90.62,50.89,41.24,8.84,54.91,7.06,60.61,Canola,Oilseeds
92.46,47.65,42.6,13.49,62.37,5.48,56.99,Oats,Cereals & Grains
57.01,49.23,95.36,23.33,59.87,6.44,59.72,Kohlrabi,Vegetables
138.42,74.9,210.0,27.83,78.24,5.98,147.42,Oil Palm,Plantation Crops
36.13,20.63,31.49,18.88,48.04,6.21,32.14,Teff,Cereals & Grains
68.29,46.51,70.83,25.05,51.79,6.69,111.49,Orange,Fruits
77.25,63.5,71.96,19.82,70.71,7.07,46.52,Kohlrabi,Vegetables
55.88,38.36,31.48,33.5,56.28,5.81,47.39,Sisal,Fiber Crops
32.95,20.4,27.67,27.58,50.22,6.91,49.25,Sesame,Oilseeds
75.51,46.87,83.97,32.33,83.35,5.38,209.23,Mangosteen,Fruits
73.02,61.58,41.02,27.05,63.16,6.13,114.98,Grapefruit,Fruits
90.05,57.15,123.51,21.4,71.96,5.82,129.55,Kiwi,Fruits
125.27,50.0,75.15,21.22,59.23,7.08,78.71,Sweet Corn,Vegetables
33.13,53.72,33.35,24.23,70.13,7.32,75.4,Green Gram,Pulses & Legumes
37.5,45.7,61.43,18.76,69.63,6.87,69.2,Lettuce,Vegetables
64.63,43.49,87.36,23.53,55.83,6.36,104.22,Lemon,Fruits
62.31,54.41,52.46,27.84,53.24,7.16,56.63,Safflower,Oilseeds
94.06,48.61,78.43,26.73,82.21,5.17,165.83,Colocasia,Vegetables
54.29,36.85,56.0,17.93,74.05,6.85,40.5,Basil,Spices & Herbs
54.35,35.97,31.77,14.12,44.31,8.63,35.97,Fennel,Spices & Herbs
68.6,33.8,85.93,24.93,85.77,6.86,129.79,Litchi,Fruits
28.71,60.45,81.12,27.17,69.03,6.92,114.07,Soybean,Pulses & Legumes
67.19,55.13,73.94,22.42,73.38,5.92,151.68,Passion Fruit,Fruits
159.3,116.36,129.56,21.01,66.57,5.9,92.47,Potato,Vegetables
41.98,22.53,67.12,35.33,45.62,7.77,68.54,Fig,Fruits
111.83,48.0,92.86,21.5,70.48,7.12,114.36,Avocado,Fruits
64.12,36.57,73.0,25.23,52.35,6.42,81.28,Watermelon,Fruits
37.49,43.42,37.16,27.51,34.5,8.49,45.85,Cluster Bean,Vegetables
59.39,42.72,55.94,15.45,32.45,7.29,33.15,Linseed,Oilseeds
50.12,20.53,56.65,26.65,86.95,6.21,218.85,Rubber,Cash Crops
77.77,30.21,47.53,13.07,61.96,4.54,40.16,Rye,Cereals & Grains
74.74,48.37,86.12,13.73,59.8,7.0,65.23,Beetroot,Vegetables
16.79,26.83,49.2,36.38,43.13,6.9,86.91,Cowpea,Pulses & Legumes
40.96,39.06,44.93,25.39,66.42,5.78,45.86,Moringa,Plantation Crops
63.83,37.62,96.52,21.18,63.74,7.47,91.03,Lemon,Fruits
54.74,48.25,83.73,25.34,84.58,7.17,229.56,Rambutan,Fruits
114.68,46.58,64.02,17.19,68.05,6.6,79.42,Onion,Vegetables
68.6,46.38,71.72,15.81,64.85,6.95,47.31,Radish,Vegetables
57.0,48.3,97.03,14.6,61.22,7.18,49.83,Turnip,Vegetables
60.19,46.12,69.96,20.97,72.61,6.27,246.36,Cardamom,Cash Crops
73.83,57.39,67.9,22.84,54.55,6.26,58.38,Tobacco,Cash Crops
13.95,46.5,36.19,18.62,44.09,6.67,49.46,Lentil,Pulses & Legumes
64.99,36.2,44.15,6.15,56.15,6.41,74.98,Oats,Cereals & Grains
89.42,41.42,48.12,30.19,66.5,6.42,221.32,Rice,Cereals & Grains
14.61,58.38,34.69,16.21,45.26,6.91,66.91,Field Pea,Pulses & Legumes
70.86,59.46,52.34,19.58,54.24,6.12,111.89,Castor,Oilseeds
95.19,64.88,47.92,26.67,69.13,6.55,80.13,Hemp,Fiber Crops
50.27,65.52,63.86,25.34,58.98,6.36,55.71,Garlic,Vegetables
78.63,45.83,113.37,20.04,68.82,6.77,73.12,Carrot,Vegetables
69.83,43.25,69.2,25.4,68.83,7.33,106.32,Orange,Fruits
80.77,52.57,76.14,38.77,69.96,7.4,105.59,Muskmelon,Fruits
40.52,32.8,46.04,15.89,61.23,6.57,51.98,Chickpea,Pulses & Legumes
71.35,39.21,37.03,17.31,95.64,5.25,239.54,Tea,Cash Crops
50.24,41.88,22.02,29.81,71.06,6.72,72.88,Dill,Spices & Herbs
50.4,33.53,48.84,22.62,26.06,6.35,67.31,Olive,Fruits
83.08,60.88,83.22,5.93,42.91,6.74,96.89,Apricot,Fruits
63.75,33.34,75.13,25.44,69.52,6.76,53.41,Pumpkin,Vegetables
83.07,64.25,82.64,27.55,81.22,6.76,72.65,Cucumber,Vegetables
67.83,48.45,93.62,20.35,58.19,6.51,88.56,Mango,Fruits
97.38,67.2,101.72,17.41,57.85,6.18,40.56,Broccoli,Vegetables
72.16,57.37,71.84,28.31,80.08,5.1,229.25,Colocasia,Vegetables
162.24,74.34,210.0,25.05,83.79,6.73,228.85,Oil Palm,Plantation Crops
50.03,44.25,61.21,17.03,63.48,6.7,116.52,Mulberry,Fruits
50.57,21.74,63.26,42.59,33.8,9.0,27.97,Date Palm,Plantation Crops
78.21,53.49,105.76,14.29,50.71,6.31,124.94,Apple,Fruits
110.05,44.55,69.61,21.55,82.85,5.01,272.7,Cocoa,Plantation Crops
20.68,25.47,55.35,16.06,54.14,6.47,51.78,Lima Bean,Pulses & Legumes
49.7,28.14,55.35,22.91,83.69,5.92,259.81,Black Pepper,Cash Crops
48.9,25.07,53.5,23.51,62.5,6.64,67.3,Dragon Fruit,Fruits
98.15,75.89,87.05,15.03,54.89,7.26,72.31,Asparagus,Vegetables
85.9,29.85,85.1,27.75,58.67,6.92,103.32,Papaya,Fruits
61.42,40.29,79.56,19.27,56.8,7.0,49.66,Turnip,Vegetables
71.94,47.77,79.76,12.41,65.91,6.98,88.53,Peach,Fruits
63.55,39.91,43.07,10.93,44.69,6.55,79.35,Barley,Cereals & Grains
71.03,63.29,54.75,30.69,79.84,6.95,71.71,Bitter Gourd,Vegetables
83.42,51.44,67.42,33.81,65.01,6.91,87.7,Pomegranate,Fruits
31.07,39.57,38.8,26.6,71.9,6.09,125.2,Black Gram,Pulses & Legumes
70.41,29.14,38.79,21.18,56.27,6.39,51.42,Mustard,Oilseeds
57.65,36.41,51.71,17.45,74.63,5.82,270.87,Nutmeg,Cash Crops
60.81,48.32,52.02,15.54,65.12,6.39,69.34,Lettuce,Vegetables
54.9,40.92,80.48,15.25,66.71,6.21,52.67,Peach,Fruits
74.87,34.94,70.97,12.34,61.53,6.93,46.32,Endive,Vegetables
92.25,56.51,71.0,8.13,75.52,7.37,111.68,Celery,Spices & Herbs
19.36,49.49,46.6,16.31,56.08,7.69,68.42,Alfalfa,Fodder Crops
82.35,74.16,65.2,14.86,65.32,7.57,96.59,Onion,Vegetables
49.47,60.54,81.54,25.41,73.67,6.3,135.6,Bitter Gourd,Vegetables
75.14,48.98,88.96,13.47,55.29,6.1,62.82,Kohlrabi,Vegetables
104.11,40.34,94.81,27.69,56.3,7.79,140.42,Napier Grass,Fodder Crops
123.38,68.61,112.03,15.17,61.17,6.85,53.34,Cauliflower,Vegetables
60.23,53.78,77.92,15.72,48.21,6.98,102.68,Apricot,Fruits
70.59,42.76,40.59,26.98,100.0,5.42,141.69,Tea,Cash Crops
53.9,22.26,27.08,28.02,51.54,5.68,45.34,Teff,Cereals & Grains
41.31,44.4,31.02,25.19,70.84,7.44,90.9,Pigeon Pea,Pulses & Legumes
97.99,55.36,66.19,26.6,46.6,5.97,104.13,Cotton,Cash Crops
86.28,47.22,51.94,26.04,77.49,6.49,265.99,Rice,Cereals & Grains
37.87,34.53,100.43,22.71,73.57,6.42,70.15,Sweet Potato,Vegetables
70.24,41.82,58.31,20.73,79.96,6.79,142.95,Coffee,Cash Crops
65.49,36.54,60.93,23.59,93.75,6.43,187.14,Vanilla,Cash Crops
83.57,44.88,69.18,27.46,49.22,6.14,73.18,Sweet Corn,Vegetables
18.48,38.73,38.98,31.39,75.34,7.22,52.62,Cluster Bean,Vegetables
32.69,27.85,44.78,21.12,64.49,6.17,59.48,Fenugreek,Spices & Herbs
28.52,61.28,61.56,24.02,61.31,6.51,57.53,Lima Bean,Pulses & Legumes
130.06,59.13,118.61,29.9,77.0,6.54,68.71,Banana,Fruits
33.02,25.05,45.41,29.26,20.33,7.31,28.71,Neem,Plantation Crops
22.67,49.77,43.77,24.12,43.68,6.63,38.93,Lentil,Pulses & Legumes
82.5,47.4,52.83,19.74,69.12,6.68,60.61,Swiss Chard,Vegetables
81.84,32.05,97.9,19.08,64.62,6.81,70.27,Plum,Fruits
20.39,17.1,43.72,34.44,61.14,7.03,69.94,Neem,Plantation Crops
71.69,36.24,55.97,25.09,66.04,6.83,77.52,Basil,Spices & Herbs
78.04,43.8,25.45,15.66,57.78,7.04,78.01,Barley,Cereals & Grains
19.66,22.67,34.52,27.56,36.29,6.65,35.9,Moth Bean,Pulses & Legumes
58.69,35.82,49.13,23.64,58.93,6.58,59.49,Coriander,Spices & Herbs
80.84,44.39,26.87,22.2,89.05,5.33,107.22,Tea,Cash Crops
16.8,61.61,32.24,16.66,65.76,6.92,75.81,Pigeon Pea,Pulses & Legumes
71.56,32.98,46.32,9.21,44.69,6.65,72.96,Barley,Cereals & Grains
90.82,33.21,47.26,9.58,42.8,7.36,103.62,Wheat,Cereals & Grains
22.35,17.4,57.14,12.52,62.67,7.39,56.95,Peas,Pulses & Legumes
86.96,38.13,39.74,24.53,84.36,8.11,161.24,Jute,Cash Crops
50.18,47.46,56.33,16.3,55.17,7.02,60.7,Endive,Vegetables
35.03,43.26,33.86,29.24,43.69,6.35,40.15,Moth Bean,Pulses & Legumes
92.11,61.38,74.5,20.65,75.9,6.33,99.28,Grapefruit,Fruits
44.11,48.44,49.79,23.25,82.88,6.91,254.07,Cardamom,Cash Crops
51.2,39.21,26.45,11.43,57.7,5.77,84.1,Coriander,Spices & Herbs
91.64,45.74,55.35,24.06,53.16,6.72,79.87,Hemp,Fiber Crops
97.79,66.0,105.93,14.02,70.08,6.28,69.57,Cabbage,Vegetables
82.66,59.02,80.67,29.07,76.66,6.57,146.95,Longan,Fruits
80.62,53.45,84.25,20.11,67.3,6.5,58.97,Tobacco,Cash Crops
109.49,67.91,83.16,15.04,51.81,6.85,88.26,Maize,Cereals & Grains
90.84,36.98,77.36,31.66,71.23,6.04,78.44,Cucumber,Vegetables
42.47,41.82,33.92,17.62,40.06,8.17,47.01,Cumin,Spices & Herbs
27.79,42.12,41.52,38.11,60.08,6.0,70.31,Sisal,Fiber Crops
53.28,22.94,31.78,14.12,48.52,6.78,24.34,Olive,Fruits
79.33,56.88,74.36,18.31,46.34,6.85,24.29,Apricot,Fruits
31.41,57.5,55.26,23.73,51.13,6.6,57.29,Chickpea,Pulses & Legumes
139.02,34.13,147.95,24.24,76.38,7.18,241.67,Sugarcane,Cash Crops
37.11,35.12,35.5,32.25,55.94,6.86,44.0,Pomegranate,Fruits
93.69,35.94,101.89,25.22,69.78,7.03,146.88,Taro,Vegetables
58.94,34.88,105.86,30.5,63.0,6.34,65.27,Sweet Potato,Vegetables
49.25,28.26,43.66,27.66,49.31,6.77,80.7,Dragon Fruit,Fruits
136.66,65.02,139.43,32.5,77.36,7.69,141.53,Sugarcane,Cash Crops
29.23,48.18,41.73,23.93,52.26,5.38,79.45,Green Gram,Pulses & Legumes
54.66,35.18,74.97,28.32,77.82,6.38,102.72,Jackfruit,Fruits
101.99,66.28,100.0,23.52,58.25,6.24,100.01,Chilli,Spices & Herbs
102.89,48.8,60.82,21.91,59.9,6.66,55.7,Spinach,Vegetables
53.42,65.75,66.67,19.47,49.21,7.57,57.66,Garlic,Vegetables
85.65,48.24,61.57,25.66,53.84,6.82,76.63,Tobacco,Cash Crops
86.05,65.1,64.21,22.81,66.04,6.57,94.9,Sunflower,Oilseeds
109.55,57.07,66.95,16.41,62.15,7.16,33.66,Kale,Vegetables
25.29,68.8,64.54,22.88,69.48,8.04,60.86,Faba Bean,Pulses & Legumes
60.41,55.67,76.0,25.61,83.5,6.0,177.19,Arecanut,Plantation Crops
83.46,49.0,86.02,19.76,55.97,6.98,76.35,Apricot,Fruits
47.98,41.8,48.41,23.31,67.6,5.97,95.49,Castor,Oilseeds
47.78,50.58,42.98,24.64,63.05,6.55,53.24,Pomegranate,Fruits
139.05,105.12,111.3,17.71,73.58,5.21,90.71,Potato,Vegetables
44.43,36.27,44.16,30.82,60.06,6.43,44.62,Sisal,Fiber Crops
74.12,69.98,90.95,26.56,76.46,5.13,158.71,Turmeric,Cash Crops
77.61,41.83,87.57,30.84,66.83,6.31,139.61,Orange,Fruits
64.35,36.48,93.7,19.94,74.65,6.47,50.13,Turnip,Vegetables
76.57,40.92,33.73,32.35,39.05,6.81,15.79,Millet,Cereals & Grains
77.43,41.28,91.92,18.53,59.26,6.8,64.49,Parsnip,Vegetables
73.39,50.84,51.32,17.0,53.19,7.35,65.63,Canola,Oilseeds
29.81,28.04,39.25,20.3,33.56,7.76,50.55,Ajwain,Spices & Herbs
51.66,38.84,100.58,31.19,81.49,6.8,209.61,Rambutan,Fruits
72.77,42.62,129.0,18.45,69.9,6.52,139.53,Kiwi,Fruits
137.25,57.02,174.33,28.53,81.46,6.04,184.61,Banana,Fruits
63.41,38.96,80.72,14.36,67.33,6.63,60.12,Endive,Vegetables
81.76,29.8,25.81,12.98,57.84,7.25,57.91,Dill,Spices & Herbs
77.23,53.04,98.39,25.01,75.34,6.33,163.33,Taro,Vegetables
64.26,57.84,112.76,17.69,59.57,6.31,88.29,Carrot,Vegetables
54.4,48.94,75.64,31.6,69.21,6.63,100.45,Ridgegourd,Vegetables
56.08,33.17,35.3,22.92,55.16,6.18,67.96,Niger Seed,Oilseeds
19.52,58.73,48.89,16.97,66.87,5.97,56.45,Runner Bean,Pulses & Legumes
47.4,31.63,68.84,18.01,97.37,5.5,152.84,Cardamom,Cash Crops
24.21,45.21,44.61,32.56,34.16,7.85,52.95,Cluster Bean,Vegetables
60.23,78.08,66.94,18.82,58.91,7.09,45.85,Spinach,Vegetables
89.75,92.18,109.13,15.41,66.95,5.2,62.69,Brussels Sprouts,Vegetables
68.9,37.9,31.46,9.49,48.18,7.27,64.42,Quinoa,Cereals & Grains
33.8,65.35,35.54,34.47,48.34,6.08,64.02,Green Gram,Pulses & Legumes
99.9,59.08,58.33,12.07,64.48,6.22,73.63,Canola,Oilseeds
62.74,40.02,60.35,26.55,49.28,6.56,89.71,Watermelon,Fruits
48.55,55.76,91.1,25.56,64.92,6.02,120.11,Longan,Fruits
63.9,38.73,76.42,24.0,81.77,6.85,47.7,Pumpkin,Vegetables
78.53,57.29,95.45,24.16,72.5,5.77,122.93,Mandarin,Fruits
87.78,86.55,50.18,23.39,65.19,7.24,92.33,Capsicum,Vegetables
71.5,46.16,72.58,8.73,65.07,6.26,70.08,Strawberry,Fruits
60.08,47.65,27.84,13.43,42.06,7.04,55.04,Barley,Cereals & Grains
75.89,52.68,58.37,27.34,78.17,6.49,175.86,Jackfruit,Fruits
67.82,35.86,62.75,32.99,64.69,5.51,91.87,Cashew,Plantation Crops
75.48,55.99,82.24,25.38,85.69,7.1,142.55,Yam,Vegetables
86.79,49.35,71.42,13.63,49.98,7.02,76.7,Kohlrabi,Vegetables
20.97,32.4,38.24,21.34,47.43,6.25,38.19,Fenugreek,Spices & Herbs
19.41,34.55,50.86,22.02,62.2,6.16,77.06,Runner Bean,Pulses & Legumes
41.16,36.3,52.97,30.98,77.47,5.98,200.95,Cinnamon,Cash Crops
69.14,42.51,78.79,30.94,71.98,6.25,99.06,Ridgegourd,Vegetables
48.94,38.37,46.02,19.41,67.55,6.47,52.64,Fenugreek,Spices & Herbs
32.2,29.98,33.31,25.73,81.2,7.05,78.74,Niger Seed,Oilseeds
60.96,37.98,36.15,26.71,68.79,6.65,65.22,Fennel,Spices & Herbs
98.9,63.96,81.93,22.26,52.74,6.31,81.62,Maize,Cereals & Grains
91.34,68.18,77.9,10.76,76.38,6.48,44.87,Kale,Vegetables
85.63,55.55,96.64,20.39,64.48,6.17,74.94,Celery Root,Vegetables
111.12,48.66,71.92,15.14,59.58,7.89,58.38,Wheat,Cereals & Grains
24.77,40.67,62.54,13.14,48.43,6.95,54.18,Field Pea,Pulses & Legumes
65.0,47.54,99.52,21.94,79.84,5.77,289.63,Cocoa,Plantation Crops
35.14,49.45,37.49,14.08,55.83,6.45,63.31,Field Pea,Pulses & Legumes
78.94,41.46,47.25,16.55,52.57,6.67,60.67,Mustard,Oilseeds
85.91,65.57,117.55,24.81,69.35,6.46,105.83,Tomato,Vegetables
98.85,61.59,112.55,10.81,59.95,6.43,56.92,Broccoli,Vegetables
67.81,74.22,66.34,29.27,92.38,5.76,168.72,Ginger,Cash Crops
81.5,46.61,51.35,24.95,73.56,7.01,126.56,Kenaf,Fiber Crops
20.56,64.31,93.92,18.45,52.53,7.18,59.9,Alfalfa,Fodder Crops
67.12,51.83,54.81,20.34,50.56,6.0,57.89,Radish,Vegetables
38.25,60.73,35.53,10.54,65.1,7.1,80.85,Peas,Pulses & Legumes
129.11,54.98,133.54,23.36,62.28,5.83,66.91,Cauliflower,Vegetables
36.61,16.73,35.12,33.11,38.04,6.72,40.93,Sesame,Oilseeds
122.16,100.59,107.29,19.71,61.05,5.63,90.58,Potato,Vegetables
61.33,44.46,76.18,23.2,44.71,6.89,68.8,Mango,Fruits
83.7,37.29,39.75,14.26,59.46,6.49,50.04,Amaranth,Cereals & Grains
45.01,45.45,54.3,28.71,80.65,6.41,189.68,Cinnamon,Cash Crops
111.23,58.3,87.81,17.01,74.71,6.5,70.8,Celery,Spices & Herbs
42.61,35.0,56.55,28.87,75.63,6.72,238.07,Clove,Cash Crops
65.56,61.18,60.53,19.25,58.84,5.76,60.69,Carrot,Vegetables
57.81,23.68,30.7,31.47,65.77,7.71,51.02,Niger Seed,Oilseeds
63.53,23.44,49.1,5.42,70.99,6.91,77.91,Gooseberry,Fruits
41.42,10.0,44.49,19.65,42.74,6.07,36.06,Dill,Spices & Herbs
64.89,50.21,91.58,7.32,63.75,5.45,59.16,Carrot,Vegetables
64.09,37.27,74.94,23.72,63.14,6.89,83.87,Ridgegourd,Vegetables
47.51,50.58,34.4,16.27,69.65,6.98,62.49,Dill,Spices & Herbs
33.09,40.38,45.78,26.78,81.61,5.98,194.49,Clove,Cash Crops
52.64,28.25,91.56,22.55,48.25,7.31,62.18,Watermelon,Fruits
53.64,37.07,34.54,18.45,66.54,7.85,11.15,Cumin,Spices & Herbs
83.01,39.71,91.01,31.13,73.37,5.18,287.75,Mangosteen,Fruits
73.15,47.53,37.94,24.64,61.08,6.85,71.5,Tobacco,Cash Crops
66.01,56.74,74.64,20.21,65.89,5.8,104.51,Peach,Fruits
50.92,42.52,85.02,22.0,63.38,6.28,83.28,Persimmon,Fruits
55.54,33.06,76.8,24.11,80.16,7.19,103.04,Persimmon,Fruits
43.71,22.73,53.27,11.25,57.31,6.2,67.71,Fig,Fruits
138.5,113.23,134.67,17.38,76.08,5.53,79.25,Potato,Vegetables
53.93,38.01,67.02,20.38,50.55,7.13,80.05,Grapes,Fruits
69.51,38.23,64.29,30.46,35.05,7.39,72.48,Cashew,Plantation Crops
46.76,24.09,45.25,15.7,42.44,8.31,39.68,Ajwain,Spices & Herbs
96.72,45.81,69.18,34.23,71.33,7.3,84.89,Okra,Vegetables
41.48,23.63,35.01,18.58,63.67,6.37,33.61,Teff,Cereals & Grains
25.38,30.85,33.78,30.66,27.76,6.54,40.52,Moth Bean,Pulses & Legumes
65.28,24.71,33.94,22.15,82.96,4.86,124.9,Tea,Cash Crops
97.2,73.53,52.0,11.55,47.49,6.37,48.41,Canola,Oilseeds
52.74,32.71,90.28,17.22,52.69,7.34,102.34,Grapes,Fruits
89.2,80.55,70.21,27.23,53.72,6.37,68.94,Maize,Cereals & Grains
46.62,40.71,77.46,35.72,61.6,5.66,112.32,Ridgegourd,Vegetables
87.63,36.72,85.8,27.71,67.34,6.52,50.28,Zucchini,Vegetables
62.35,30.65,62.21,18.87,72.5,6.48,70.0,Bottle Gourd,Vegetables
49.13,38.6,96.43,22.67,61.64,5.41,239.05,Mangosteen,Fruits
110.26,70.63,116.41,24.55,79.96,4.8,132.41,Banana,Fruits
